year,genre,count
2017,Action;Indie;Sports,17
2017,Action;Indie;Sports;Early Access,8
2017,Action;Indie;Sports;Strategy;Early Access,1
2017,Action;Indie;Strategy,43
2017,Action;Indie;Strategy;Early Access,14
2017,Action;Massively Multiplayer,1
2017,Action;Massively Multiplayer;RPG;Early Access,1
2017,Action;Massively Multiplayer;RPG;Strategy,1
2017,Action;Massively Multiplayer;Simulation;Early Access,1
2017,Action;Massively Multiplayer;Simulation;Strategy,1
2017,Action;RPG,19
2017,Action;RPG;Early Access,3
2017,Action;RPG;Simulation,1
2017,Action;RPG;Simulation;Strategy,1
2017,Action;Racing,7
2017,Action;Racing;Early Access,3
2017,Action;Racing;Simulation,1
2017,Action;Racing;Simulation;Sports,3
2017,Action;Racing;Sports,2
2017,Action;Racing;Strategy,1
2017,Action;Simulation,8
2017,Action;Simulation;Early Access,4
2017,Action;Simulation;Sports,6
2017,Action;Simulation;Strategy,7
2017,Action;Sports,6
2017,Action;Sports;Early Access,1
2017,Action;Sports;Strategy;Early Access,1
2017,Action;Strategy,15
2017,Action;Strategy;Early Access,2
2017,Adventure,90
2017,Adventure;Casual,127
2017,Adventure;Casual;Early Access,3
2017,Adventure;Casual;Free to Play,7
2017,Adventure;Casual;Free to Play;Indie,11
2017,Adventure;Casual;Free to Play;Indie;RPG,2
2017,Adventure;Casual;Free to Play;Indie;Simulation,1
2017,Adventure;Casual;Free to Play;Massively Multiplayer;RPG,2
2017,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,1
2017,Adventure;Casual;Free to Play;RPG,1
2017,Adventure;Casual;Free to Play;Simulation,1
2017,Adventure;Casual;Indie,207
2017,Adventure;Casual;Indie;Early Access,8
2017,Adventure;Casual;Indie;Massively Multiplayer;RPG;Strategy;Early Access,1
2017,Adventure;Casual;Indie;Massively Multiplayer;Strategy;Early Access,1
2017,Adventure;Casual;Indie;RPG,23
2017,Adventure;Casual;Indie;RPG;Early Access,2
2017,Adventure;Casual;Indie;RPG;Simulation,7
2017,Adventure;Casual;Indie;RPG;Simulation;Early Access,5
2017,Adventure;Casual;Indie;RPG;Simulation;Sports,1
2017,Adventure;Casual;Indie;RPG;Simulation;Sports;Strategy,1
2017,Adventure;Casual;Indie;RPG;Simulation;Strategy,14
2017,Adventure;Casual;Indie;RPG;Strategy,18
2017,Adventure;Casual;Indie;RPG;Strategy;Early Access,2
2017,Adventure;Casual;Indie;Racing,4
2017,Adventure;Casual;Indie;Racing;RPG;Simulation;Sports;Strategy,1
2017,Adventure;Casual;Indie;Racing;Simulation,1
2017,Adventure;Casual;Indie;Racing;Simulation;Early Access,1
2017,Adventure;Casual;Indie;Racing;Simulation;Sports,1
2017,Adventure;Casual;Indie;Racing;Simulation;Sports;Early Access,1
2017,Adventure;Casual;Indie;Simulation,42
2017,Adventure;Casual;Indie;Simulation;Early Access,3
2017,Adventure;Casual;Indie;Simulation;Sports,1
2017,Adventure;Casual;Indie;Simulation;Sports;Strategy,4
2017,Adventure;Casual;Indie;Simulation;Strategy,3
2017,Adventure;Casual;Indie;Simulation;Strategy;Early Access,1
2017,Adventure;Casual;Indie;Sports,1
2017,Adventure;Casual;Indie;Sports;Early Access,1
2017,Adventure;Casual;Indie;Sports;Strategy,2
2017,Adventure;Casual;Indie;Strategy,19
2017,Adventure;Casual;Massively Multiplayer;Simulation,1
2017,Adventure;Casual;RPG,1
2017,Adventure;Casual;RPG;Simulation,2
2017,Adventure;Casual;RPG;Strategy;Early Access,1
2017,Adventure;Casual;Simulation,11
2017,Adventure;Casual;Simulation;Design & Illustration,1
2017,Adventure;Casual;Simulation;Strategy,9
2017,Adventure;Casual;Sports,1
2017,Adventure;Casual;Strategy,6
2017,Adventure;Early Access,4
2017,Adventure;Free to Play,7
2017,Adventure;Free to Play;Indie,10
2017,Adventure;Free to Play;Indie;Massively Multiplayer,1
2017,Adventure;Free to Play;Indie;Massively Multiplayer;RPG,1
2017,Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Strategy,1
2017,Adventure;Free to Play;Indie;RPG,6
2017,Adventure;Free to Play;Indie;RPG;Strategy,1
2017,Adventure;Free to Play;Indie;Simulation,1
2017,Adventure;Free to Play;Massively Multiplayer;RPG,1
2017,Adventure;Free to Play;RPG,1
2017,Adventure;Free to Play;RPG;Strategy,2
2017,Adventure;Free to Play;Simulation,2
2017,Adventure;Indie,255
2017,Adventure;Indie;Early Access,12
2017,Adventure;Indie;Massively Multiplayer;RPG;Strategy,2
2017,Adventure;Indie;RPG,102
2017,Adventure;Indie;RPG;Early Access,7
2017,Adventure;Indie;RPG;Simulation,2
2017,Adventure;Indie;RPG;Simulation;Early Access,3
2017,Adventure;Indie;RPG;Simulation;Strategy,1
2017,Adventure;Indie;RPG;Strategy,16
2017,Adventure;Indie;RPG;Strategy;Early Access,5
2017,Adventure;Indie;Racing,2
2017,Adventure;Indie;Racing;Simulation;Early Access,1
2017,Adventure;Indie;Racing;Simulation;Sports,1
2017,Adventure;Indie;Racing;Strategy;Early Access,1
2017,Adventure;Indie;Simulation,29
2017,Adventure;Indie;Simulation;Early Access,2
2017,Adventure;Indie;Simulation;Strategy,5
2017,Adventure;Indie;Simulation;Strategy;Early Access,1
2017,Adventure;Indie;Strategy,14
2017,Adventure;Indie;Strategy;Early Access,2
2017,Adventure;RPG,19
2017,Adventure;RPG;Early Access,1
2017,Adventure;RPG;Simulation,1
2017,Adventure;RPG;Simulation;Strategy,2
2017,Adventure;RPG;Strategy,10
2017,Adventure;Simulation,8
2017,Adventure;Simulation;Early Access,2
2017,Adventure;Simulation;Sports,2
2017,Adventure;Simulation;Strategy,3
2017,Adventure;Strategy,5
2017,Adventure;Strategy;Early Access,1
2017,Animation & Modeling,1
2017,Animation & Modeling;Audio Production;Design & Illustration;Utilities;Video Production;Web Publishing,1
2017,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Web Publishing;Game Development,3
2017,Animation & Modeling;Design & Illustration;Education;Utilities;Web Publishing;Game Development,1
2017,Animation & Modeling;Design & Illustration;Photo Editing;Utilities,1
2017,Animation & Modeling;Design & Illustration;Utilities,1
2017,Animation & Modeling;Design & Illustration;Utilities;Early Access,1
2017,Animation & Modeling;Utilities,1
2017,Animation & Modeling;Utilities;Early Access,1
2017,Animation & Modeling;Utilities;Video Production,1
2017,Audio Production,2
2017,Audio Production;Utilities,1
2017,Audio Production;Utilities;Early Access,1
2017,Casual,94
2017,Casual;Animation & Modeling;Design & Illustration,1
2017,Casual;Animation & Modeling;Video Production,1
2017,Casual;Early Access,5
2017,Casual;Free to Play,7
2017,Casual;Free to Play;Early Access,1
2017,Casual;Free to Play;Indie,19
2017,Casual;Free to Play;Indie;Early Access,2
2017,Casual;Free to Play;Indie;Massively Multiplayer;Simulation;Sports;Strategy,1
2017,Casual;Free to Play;Indie;Massively Multiplayer;Strategy,1
2017,Casual;Free to Play;Indie;RPG;Simulation;Strategy;Early Access,1
2017,Casual;Free to Play;Indie;Racing,1
2017,Casual;Free to Play;Indie;Simulation,7
2017,Casual;Free to Play;Indie;Simulation;Early Access,1
2017,Casual;Free to Play;Indie;Simulation;Sports,1
2017,Casual;Free to Play;Indie;Simulation;Strategy,4
2017,Casual;Free to Play;Indie;Sports,1
2017,Casual;Free to Play;Indie;Strategy,5
2017,Casual;Free to Play;Indie;Strategy;Early Access,1
2017,Casual;Free to Play;Massively Multiplayer,1
2017,Casual;Free to Play;Massively Multiplayer;Education,1
2017,Casual;Free to Play;Massively Multiplayer;RPG;Sports;Early Access,1
2017,Casual;Free to Play;Massively Multiplayer;Simulation;Strategy,1
2017,Casual;Free to Play;Massively Multiplayer;Sports;Strategy,1
2017,Casual;Free to Play;Massively Multiplayer;Strategy,1
2017,Casual;Free to Play;RPG,2
2017,Casual;Free to Play;Simulation,10
2017,Casual;Free to Play;Simulation;Animation & Modeling;Early Access,1
2017,Casual;Free to Play;Sports,1
2017,Casual;Free to Play;Sports;Strategy,1
2017,Casual;Free to Play;Strategy,3
2017,Casual;Indie,361
2017,Casual;Indie;Audio Production;Early Access,1
2017,Casual;Indie;Early Access,10
2017,Casual;Indie;Massively Multiplayer;Early Access,1
2017,Casual;Indie;Massively Multiplayer;RPG;Early Access,1
2017,Casual;Indie;Massively Multiplayer;Simulation;Early Access,1
2017,Casual;Indie;Massively Multiplayer;Strategy,2
2017,Casual;Indie;RPG,9
2017,Casual;Indie;RPG;Early Access,1
2017,Casual;Indie;RPG;Simulation,3
2017,Casual;Indie;RPG;Simulation;Early Access,1
2017,Casual;Indie;RPG;Simulation;Sports;Strategy,1
2017,Casual;Indie;RPG;Simulation;Strategy,2
2017,Casual;Indie;RPG;Simulation;Strategy;Early Access,1
2017,Casual;Indie;RPG;Strategy,4
2017,Casual;Indie;RPG;Strategy;Early Access,1
2017,Casual;Indie;Racing,15
2017,Casual;Indie;Racing;Simulation,1
2017,Casual;Indie;Racing;Simulation;Sports,2
2017,Casual;Indie;Racing;Simulation;Sports;Early Access,1
2017,Casual;Indie;Racing;Sports,2
2017,Casual;Indie;Racing;Sports;Early Access,1
2017,Casual;Indie;Racing;Strategy,1
2017,Casual;Indie;Simulation,108
2017,Casual;Indie;Simulation;Early Access,17
2017,Casual;Indie;Simulation;Sports,10
2017,Casual;Indie;Simulation;Sports;Early Access,7
2017,Casual;Indie;Simulation;Sports;Strategy,4
2017,Casual;Indie;Simulation;Strategy,42
2017,Casual;Indie;Simulation;Strategy;Early Access,5
2017,Casual;Indie;Sports,12
2017,Casual;Indie;Sports;Early Access,2
2017,Casual;Indie;Sports;Strategy,4
2017,Casual;Indie;Strategy,98
2017,Casual;Indie;Strategy;Early Access,5
2017,Casual;Indie;Utilities,1
2017,Casual;Massively Multiplayer;Simulation;Sports;Early Access,1
2017,Casual;Massively Multiplayer;Simulation;Strategy,1
2017,Casual;RPG;Simulation,2
2017,Casual;RPG;Simulation;Strategy,1
2017,Casual;RPG;Strategy,2
2017,Casual;Racing,3
2017,Casual;Racing;Simulation,1
2017,Casual;Racing;Sports,1
2017,Casual;Simulation,31
2017,Casual;Simulation;Early Access,4
2017,Casual;Simulation;Sports,4
2017,Casual;Simulation;Sports;Early Access,1
2017,Casual;Simulation;Sports;Strategy,2
2017,Casual;Simulation;Strategy,5
2017,Casual;Simulation;Strategy;Early Access,2
2017,Casual;Sports,7
2017,Casual;Strategy,21
2017,Casual;Strategy;Early Access,2
2017,Design & Illustration,3
2017,Design & Illustration;Early Access,4
2017,Design & Illustration;Education;Utilities,2
2017,Design & Illustration;Photo Editing,1
2017,Design & Illustration;Utilities,1
2017,Design & Illustration;Utilities;Web Publishing;Early Access,1
2017,Early Access,5
2017,Education,5
2017,Free to Play,6
2017,Free to Play;Design & Illustration,2
2017,Free to Play;Indie,10
2017,Free to Play;Indie;Early Access,1
2017,Free to Play;Indie;Massively Multiplayer;Strategy,2
2017,Free to Play;Indie;RPG,1
2017,Free to Play;Indie;RPG;Strategy,2
2017,Free to Play;Indie;Racing;Sports,1
2017,Free to Play;Indie;Simulation,5
2017,Free to Play;Indie;Simulation;Strategy,3
2017,Free to Play;Indie;Strategy,7
2017,Free to Play;Indie;Strategy;Early Access,2
2017,Free to Play;Massively Multiplayer,2
2017,Free to Play;Massively Multiplayer;RPG,8
2017,Free to Play;Massively Multiplayer;RPG;Simulation;Strategy,1
2017,Free to Play;Massively Multiplayer;RPG;Strategy,3
2017,Free to Play;Massively Multiplayer;Simulation,2
2017,Free to Play;Massively Multiplayer;Simulation;Sports,1
2017,Free to Play;Massively Multiplayer;Simulation;Strategy,1
2017,Free to Play;Massively Multiplayer;Strategy,2
2017,Free to Play;Massively Multiplayer;Strategy;Early Access,1
2017,Free to Play;RPG,2
2017,Free to Play;RPG;Simulation,1
2017,Free to Play;RPG;Strategy,1
2017,Free to Play;Racing;Simulation;Early Access,1
2017,Free to Play;Simulation,7
2017,Free to Play;Simulation;Sports,3
2017,Free to Play;Strategy,3
2017,Free to Play;Strategy;Early Access,1
2017,Gore;Action,3
2017,Gore;Action;Adventure;Casual;Indie,1
2017,Gore;Action;Adventure;Casual;Indie;Early Access,1
2017,Gore;Action;Adventure;Casual;Indie;Simulation;Strategy,1
2017,Gore;Action;Adventure;Indie,4
2017,Gore;Action;Adventure;Indie;RPG,1
2017,Gore;Action;Casual;Indie,1
2017,Gore;Action;Free to Play;Indie,1
2017,Gore;Action;Indie,1
2017,Gore;Action;Indie;RPG,1
2017,Gore;Action;Indie;Racing;Early Access,1
2017,Gore;Action;Indie;Strategy,1
2017,Gore;Adventure;Casual;Free to Play;Indie,1
2017,Gore;Adventure;Casual;Indie,4
2017,Gore;Adventure;Indie,6
2017,Gore;Adventure;Indie;Early Access,1
2017,Gore;Adventure;Indie;RPG,1
2017,Gore;Adventure;Indie;Racing,1
2017,Gore;Adventure;Indie;Simulation,1
2017,Gore;Casual;Indie;Simulation,1
2017,Gore;Casual;Indie;Simulation;Strategy,1
2017,Gore;Casual;Indie;Strategy,1
2017,Gore;Indie,1
2017,Indie,157
2017,Indie;Audio Production,1
2017,Indie;Early Access,15
2017,Indie;Massively Multiplayer,1
2017,Indie;Massively Multiplayer;RPG,1
2017,Indie;Massively Multiplayer;RPG;Simulation;Strategy,1
2017,Indie;Massively Multiplayer;Racing;Simulation;Early Access,1
2017,Indie;Massively Multiplayer;Simulation;Early Access,2
2017,Indie;Massively Multiplayer;Simulation;Sports;Early Access,1
2017,Indie;Massively Multiplayer;Strategy,1
2017,Indie;Massively Multiplayer;Strategy;Early Access,2
2017,Indie;RPG,46
2017,Indie;RPG;Early Access,6
2017,Indie;RPG;Simulation,4
2017,Indie;RPG;Simulation;Early Access,1
2017,Indie;RPG;Simulation;Sports;Strategy,1
2017,Indie;RPG;Simulation;Sports;Strategy;Early Access,1
2017,Indie;RPG;Simulation;Strategy,6
2017,Indie;RPG;Simulation;Strategy;Early Access,3
2017,Indie;RPG;Strategy,29
2017,Indie;RPG;Strategy;Early Access,7
2017,Indie;Racing,10
2017,Indie;Racing;Early Access,3
2017,Indie;Racing;Simulation,4
2017,Indie;Racing;Simulation;Early Access,3
2017,Indie;Racing;Simulation;Sports,2
2017,Indie;Racing;Sports,5
2017,Indie;Racing;Strategy,1
2017,Indie;Simulation,43
2017,Indie;Simulation;Audio Production;Early Access,1
2017,Indie;Simulation;Early Access,11
2017,Indie;Simulation;Sports,6
2017,Indie;Simulation;Sports;Early Access,1
2017,Indie;Simulation;Sports;Strategy,6
2017,Indie;Simulation;Sports;Strategy;Early Access,2
2017,Indie;Simulation;Strategy,56
2017,Indie;Simulation;Strategy;Early Access,20
2017,Indie;Simulation;Web Publishing,1
2017,Indie;Sports,11
2017,Indie;Sports;Early Access,1
2017,Indie;Sports;Strategy,1
2017,Indie;Strategy,76
2017,Indie;Strategy;Early Access,10
2017,Massively Multiplayer;RPG,1
2017,Massively Multiplayer;RPG;Early Access,2
2017,Massively Multiplayer;RPG;Strategy,1
2017,Massively Multiplayer;RPG;Utilities;Early Access,1
2017,Massively Multiplayer;Racing;Simulation;Sports,1
2017,Massively Multiplayer;Simulation;Early Access,1
2017,Nudity;Action,1
2017,Nudity;Action;Adventure,1
2017,Nudity;Action;Adventure;Casual;Indie;Simulation;Early Access,1
2017,Nudity;Action;Adventure;Free to Play;Massively Multiplayer;RPG,1
2017,Nudity;Action;Adventure;Indie,1
2017,Nudity;Action;Casual,1
2017,Nudity;Action;Casual;Indie,1
2017,Nudity;Action;Indie,1
2017,Nudity;Adventure,3
2017,Nudity;Adventure;Casual,1
2017,Nudity;Adventure;Casual;Free to Play;Indie,1
2017,Nudity;Adventure;Casual;Indie,4
2017,Nudity;Adventure;Casual;Indie;Early Access,1
2017,Nudity;Adventure;Indie;Early Access,1
2017,Nudity;Adventure;RPG;Strategy;Early Access,1
2017,Nudity;Casual,1
2017,Nudity;Casual;Indie,1
2017,Nudity;Casual;Indie;Simulation,1
2017,Nudity;Casual;Indie;Strategy,1
2017,Nudity;Casual;Simulation,1
2017,Nudity;Free to Play;Simulation,1
2017,Nudity;Gore;Action;Adventure;Indie,1
2017,Nudity;Gore;Action;Indie,1
2017,Nudity;Indie,1
2017,Nudity;Indie;RPG,1
2017,Nudity;RPG,2
2017,Nudity;Violent;Action;Adventure;Casual;Indie;Simulation,1
2017,Nudity;Violent;Action;Adventure;Indie,2
2017,Nudity;Violent;Action;Adventure;Indie;Racing;Simulation;Early Access,1
2017,Nudity;Violent;Action;Adventure;RPG,1
2017,Nudity;Violent;Action;Indie;RPG,1
2017,Nudity;Violent;Adventure,1
2017,Nudity;Violent;Adventure;Casual,1
2017,Nudity;Violent;Adventure;Casual;Indie;Simulation,1
2017,Nudity;Violent;Adventure;Indie,2
2017,Nudity;Violent;Adventure;Indie;RPG,1
2017,Nudity;Violent;Gore;Action,1
2017,Nudity;Violent;Gore;Action;Adventure,1
2017,Nudity;Violent;Gore;Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,1
2017,Nudity;Violent;Gore;Action;Adventure;Indie,3
2017,Nudity;Violent;Gore;Action;Adventure;Indie;Early Access,1
2017,Nudity;Violent;Gore;Action;Adventure;Indie;RPG,1
2017,Nudity;Violent;Gore;Action;Casual,2
2017,Nudity;Violent;Gore;Action;Indie,1
2017,Nudity;Violent;Gore;Action;Indie;Early Access,1
2017,Nudity;Violent;Gore;Action;RPG,1
2017,Nudity;Violent;Gore;Adventure;Indie;RPG;Early Access,1
2017,Nudity;Violent;Gore;Indie;Early Access,1
2017,Nudity;Violent;Indie;Massively Multiplayer;Early Access,1
2017,Nudity;Violent;Strategy,1
2017,RPG,56
2017,RPG;Early Access,1
2017,RPG;Simulation,1
2017,RPG;Simulation;Strategy,2
2017,RPG;Simulation;Strategy;Early Access,1
2017,RPG;Strategy,8
2017,Racing,12
2017,Racing;Early Access,1
2017,Racing;Simulation,1
2017,Racing;Simulation;Early Access,1
2017,Racing;Simulation;Sports,13
2017,Racing;Simulation;Sports;Early Access,1
2017,Racing;Sports,3
2017,Sexual Content;Action,1
2017,Sexual Content;Action;Indie,1
2017,Sexual Content;Action;Strategy,1
2017,Sexual Content;Adventure;Casual,2
2017,Sexual Content;Adventure;Casual;Indie,2
2017,Sexual Content;Adventure;Free to Play;Indie,1
2017,Sexual Content;Adventure;Simulation,1
2017,Sexual Content;Casual;Indie,5
2017,Sexual Content;Casual;Indie;Simulation,2
2017,Sexual Content;Casual;Indie;Simulation;Sports,1
2017,Sexual Content;Free to Play;Indie;RPG,1
2017,Sexual Content;Indie,2
2017,Sexual Content;Indie;Simulation,1
2017,Sexual Content;Nudity;Action,1
2017,Sexual Content;Nudity;Action;Adventure;Indie,1
2017,Sexual Content;Nudity;Action;Casual;Indie,3
2017,Sexual Content;Nudity;Action;Casual;Indie;Simulation,2
2017,Sexual Content;Nudity;Adventure,2
2017,Sexual Content;Nudity;Adventure;Casual,5
2017,Sexual Content;Nudity;Adventure;Casual;Indie,4
2017,Sexual Content;Nudity;Adventure;Casual;Indie;RPG,1
2017,Sexual Content;Nudity;Adventure;Casual;Indie;RPG;Simulation,1
2017,Sexual Content;Nudity;Adventure;Casual;Indie;Simulation,1
2017,Sexual Content;Nudity;Adventure;Casual;Simulation,2
2017,Sexual Content;Nudity;Adventure;Indie,2
2017,Sexual Content;Nudity;Adventure;Indie;Simulation;Strategy,1
2017,Sexual Content;Nudity;Adventure;RPG,2
2017,Sexual Content;Nudity;Adventure;Simulation,1
2017,Sexual Content;Nudity;Casual,1
2017,Sexual Content;Nudity;Casual;Free to Play;Indie;RPG,1
2017,Sexual Content;Nudity;Casual;Indie,6
2017,Sexual Content;Nudity;Casual;Indie;RPG,2
2017,Sexual Content;Nudity;Casual;Indie;Simulation,3
2017,Sexual Content;Nudity;Casual;Simulation,1
2017,Sexual Content;Nudity;Gore;Action;Adventure;Casual;Indie;RPG;Simulation,1
2017,Sexual Content;Nudity;Indie,1
2017,Sexual Content;Nudity;Indie;RPG;Simulation,1
2017,Sexual Content;Nudity;Violent;Action;Casual,1
2017,Sexual Content;Nudity;Violent;Action;Indie,2
2017,Sexual Content;Nudity;Violent;Adventure;Casual,1
2017,Sexual Content;Nudity;Violent;Adventure;Casual;Indie,1
2017,Sexual Content;Nudity;Violent;Adventure;Casual;Indie;Simulation,2
2017,Sexual Content;Nudity;Violent;Adventure;Indie;RPG,1
2017,Sexual Content;Nudity;Violent;Gore;Action,1
2017,Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie,1
2017,Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie;RPG,1
2017,Sexual Content;Nudity;Violent;Gore;Action;Casual,1
2017,Sexual Content;Nudity;Violent;Gore;Action;Indie,2
2017,Sexual Content;Nudity;Violent;Gore;RPG,1
2017,Sexual Content;Nudity;Violent;Gore;RPG;Early Access,1
2017,Sexual Content;Nudity;Violent;Indie;Simulation,1
2017,Sexual Content;Nudity;Violent;RPG;Strategy,1
2017,Sexual Content;RPG,1
2017,Sexual Content;Simulation,1
2017,Sexual Content;Strategy,1
2017,Sexual Content;Violent;Action,2
2017,Sexual Content;Violent;Action;Casual;Indie,1
2017,Sexual Content;Violent;Action;Indie;Massively Multiplayer;Racing;RPG;Simulation,1
2017,Sexual Content;Violent;Action;Indie;Simulation,1
2017,Sexual Content;Violent;Adventure;Indie;Simulation,2
2017,Sexual Content;Violent;Free to Play,1
2017,Sexual Content;Violent;Gore;Action;Adventure;Casual;Indie;RPG;Strategy,1
2017,Sexual Content;Violent;Gore;Action;Casual;Free to Play;Indie,1
2017,Sexual Content;Violent;Gore;Action;Casual;Free to Play;Indie;Strategy,1
2017,Sexual Content;Violent;Gore;Adventure;Casual;Indie,1
2017,Sexual Content;Violent;Gore;Adventure;Indie,3
2017,Sexual Content;Violent;Indie,1
2017,Sexual Content;Violent;RPG,1
2017,Simulation,47
2017,Simulation;Early Access,3
2017,Simulation;Sports,17
2017,Simulation;Sports;Early Access,2
2017,Simulation;Sports;Strategy,4
2017,Simulation;Strategy,21
2017,Simulation;Strategy;Early Access,2
2017,Software Training;Utilities,1
2017,Sports,12
2017,Sports;Early Access,4
2017,Strategy,98
2017,Strategy;Early Access,4
2017,Utilities,4
2017,Utilities;Early Access,2
2017,Utilities;Video Production,1
2017,Utilities;Web Publishing,1
2017,Video Production,2
2017,Violent,1
2017,Violent;Action,14
2017,Violent;Action;Adventure,6
2017,Violent;Action;Adventure;Casual;Free to Play;Indie;Early Access,1
2017,Violent;Action;Adventure;Casual;Indie,1
2017,Violent;Action;Adventure;Casual;Indie;RPG;Early Access,1
2017,Violent;Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,1
2017,Violent;Action;Adventure;Casual;Indie;Simulation,1
2017,Violent;Action;Adventure;Casual;RPG;Early Access,1
2017,Violent;Action;Adventure;Casual;Simulation;Strategy,1
2017,Violent;Action;Adventure;Early Access,2
2017,Violent;Action;Adventure;Free to Play;Massively Multiplayer,1
2017,Violent;Action;Adventure;Free to Play;RPG;Simulation,1
2017,Violent;Action;Adventure;Indie,11
2017,Violent;Action;Adventure;Indie;Early Access,1
2017,Violent;Action;Adventure;Indie;Massively Multiplayer;RPG,1
2017,Violent;Action;Adventure;Indie;Massively Multiplayer;Racing;RPG;Simulation;Sports;Strategy,1
2017,Violent;Action;Adventure;Indie;RPG,2
2017,Violent;Action;Adventure;Indie;RPG;Early Access,1
2017,Violent;Action;Adventure;Indie;RPG;Simulation,1
2017,Violent;Action;Adventure;Indie;Simulation;Early Access,1
2017,Violent;Action;Adventure;Indie;Simulation;Strategy,1
2017,Violent;Action;Adventure;RPG,2
2017,Violent;Action;Adventure;RPG;Early Access,1
2017,Violent;Action;Adventure;RPG;Strategy;Early Access,1
2017,Violent;Action;Adventure;Strategy,1
2017,Violent;Action;Adventure;Strategy;Early Access,1
2017,Violent;Action;Casual,3
2017,Violent;Action;Casual;Early Access,1
2017,Violent;Action;Casual;Free to Play;Indie,1
2017,Violent;Action;Casual;Free to Play;Indie;Strategy,1
2017,Violent;Action;Casual;Indie,5
2017,Violent;Action;Casual;Indie;Early Access,1
2017,Violent;Action;Casual;Indie;Massively Multiplayer;Racing,1
2017,Violent;Action;Casual;Indie;Simulation,1
2017,Violent;Action;Casual;Indie;Sports,1
2017,Violent;Action;Casual;Indie;Strategy,1
2017,Violent;Action;Casual;Racing,1
2017,Violent;Action;Casual;Simulation,1
2017,Violent;Action;Early Access,1
2017,Violent;Action;Free to Play;Indie;Massively Multiplayer,1
2017,Violent;Action;Indie,20
2017,Violent;Action;Indie;Early Access,4
2017,Violent;Action;Indie;RPG;Simulation;Strategy,1
2017,Violent;Action;Indie;RPG;Strategy,1
2017,Violent;Action;Indie;Racing,1
2017,Violent;Action;Indie;Simulation,3
2017,Violent;Action;Indie;Simulation;Strategy;Early Access,1
2017,Violent;Action;Indie;Sports;Early Access,2
2017,Violent;Action;Indie;Strategy,1
2017,Violent;Action;Massively Multiplayer,1
2017,Violent;Action;RPG,2
2017,Violent;Action;Racing,2
2017,Violent;Action;Simulation,2
2017,Violent;Action;Simulation;Early Access,1
2017,Violent;Action;Simulation;Sports,1
2017,Violent;Action;Simulation;Strategy,1
2017,Violent;Action;Sports,1
2017,Violent;Action;Strategy,4
2017,Violent;Action;Strategy;Early Access,1
2017,Violent;Adventure,7
2017,Violent;Adventure;Casual,3
2017,Violent;Adventure;Casual;Free to Play;Indie,1
2017,Violent;Adventure;Casual;Indie,2
2017,Violent;Adventure;Casual;Indie;RPG;Simulation;Strategy,1
2017,Violent;Adventure;Casual;Indie;Simulation,1
2017,Violent;Adventure;Free to Play;Indie,1
2017,Violent;Adventure;Free to Play;Indie;RPG;Early Access,1
2017,Violent;Adventure;Indie,8
2017,Violent;Adventure;Indie;RPG,1
2017,Violent;Adventure;Indie;RPG;Simulation,1
2017,Violent;Adventure;Indie;RPG;Strategy,1
2017,Violent;Adventure;Indie;Simulation,1
2017,Violent;Adventure;Indie;Simulation;Strategy;Early Access,1
2017,Violent;Adventure;Indie;Strategy,1
2017,Violent;Adventure;RPG,1
2017,Violent;Casual;Indie,1
2017,Violent;Casual;Indie;Strategy,1
2017,Violent;Casual;RPG;Simulation;Strategy,1
2017,Violent;Gore,2
2017,Violent;Gore;Action,11
2017,Violent;Gore;Action;Adventure,7
2017,Violent;Gore;Action;Adventure;Casual,1
2017,Violent;Gore;Action;Adventure;Casual;Indie,3
2017,Violent;Gore;Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Early Access,1
2017,Violent;Gore;Action;Adventure;Casual;Indie;RPG,1
2017,Violent;Gore;Action;Adventure;Casual;Indie;RPG;Strategy,1
2017,Violent;Gore;Action;Adventure;Casual;Indie;Racing;Sports,1
2017,Violent;Gore;Action;Adventure;Casual;Indie;Simulation;Strategy;Video Production,1
2017,Violent;Gore;Action;Adventure;Casual;Indie;Strategy,1
2017,Violent;Gore;Action;Adventure;Casual;RPG,1
2017,Violent;Gore;Action;Adventure;Early Access,1
2017,Violent;Gore;Action;Adventure;Indie,26
2017,Violent;Gore;Action;Adventure;Indie;Early Access,5
2017,Violent;Gore;Action;Adventure;Indie;Massively Multiplayer,1
2017,Violent;Gore;Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Early Access,1
2017,Violent;Gore;Action;Adventure;Indie;RPG,8
2017,Violent;Gore;Action;Adventure;Indie;RPG;Early Access,1
2017,Violent;Gore;Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,2
2017,Violent;Gore;Action;Adventure;Indie;RPG;Strategy,2
2017,Violent;Gore;Action;Adventure;Indie;Simulation,3
2017,Violent;Gore;Action;Adventure;Indie;Simulation;Early Access,1
2017,Violent;Gore;Action;Adventure;Indie;Simulation;Strategy,1
2017,Violent;Gore;Action;Adventure;RPG,1
